"","X","PLOT_ID","ID_escenario","Hoja_arboles.x","INVENTORY_ID_IFN2","Anho.x","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_dominante_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez.x","Esbeltez_dominante.x","SDI_IFN2","SDImax","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_desenrollo.x","V_chapa.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_postes.x","V_estacas.x","V_trituracion_IFN2","WSW_IFN2","WTHICKB_IFN2","WB2_7_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","Hoja_arboles.y","INVENTORY_ID_IFN3","Anho.y","T_IFN3","N_IFN3","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_muerta_IFN3.x","G_incorporada_IFN3.x","dg_IFN3","Do_IFN3","Seccion_dominante_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez.y","Esbeltez_dominante.y","SDI_IFN3","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_desenrollo.y","V_chapa.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_postes.y","V_estacas.y","V_trituracion_IFN3","WSW_IFN3","WTHICKB_IFN3","WB2_7_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"1",1,"40_1022","Nodo 3 - Pies inventariados",35,"IFN2",10,35,932.73,11.59,0,41.57,0.02,0,23.82,33.14,867.92,15.44,3.59,3.7,1,60.29,46.6,857.27,0,21.2,22.78,11.87,264.96,245.96,19,0.05,0,0,0,0,20.99,147.76,120.87,60.66,249.36,116.87,0,15.79,24.89,68.8,226.35,0.05,0,"Nodo 1 - Pies inventariados","IFN3",2004,37,802.85,0,0,32.94,NA,NA,22.85,34.35,935.28,14.53,3.5,3.7,0.86,58.33,42.29,686.19,24.29,26.1,14.44,196.56,183.4,13.16,NA,NA,0,0,0,26.65,96.65,75.22,49.12,184.45,87.14,0.02,13.34,21.2,54.52,176.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61619697,31.83,3.6088854,3.0926028
"2",2,"40_1033","Nodo 3 - Pies inventariados",35,"IFN2",10,35,1055.09,9.48,0,33.92,0,0,20.23,26.68,561.7,12.11,3.37,3.44,0.98,53.45,45.37,729.13,0,25.43,27.32,8.71,168.12,153.63,14.49,0.02,0,0,0,0,0,74.71,27.96,65.01,155.4,72.99,0,14.36,26.96,56.14,170.46,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2004,37,700.28,0,0,22.43,NA,NA,20.19,26.48,555.81,11.66,3.48,3.54,0.69,55.19,44.04,482.01,32.4,34.82,11.47,113.31,103.28,10.03,NA,NA,0,0,0,2.26,44.83,12.33,46.44,104.8,49.07,0,9.32,17.43,37.13,112.95,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"3",3,"40_1062","Nodo 3 - Pies inventariados",35,"IFN2",10,38,1010.79,7.8,0,24.72,0,0,17.65,24.02,453.55,10.02,3.16,3.21,0.82,49.47,41.73,550.11,0,31.38,33.72,6.87,99.43,89.78,9.65,0.02,0,0,0,0,0,26.1,0,55.11,89.96,42.66,0,11.45,24.49,40.91,119.51,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2004,40,679.06,0,0,16.67,NA,NA,17.68,22.88,415.29,9.74,3.23,3.31,0.58,49.6,42.57,370.29,39.4,42.34,9.72,65.97,59.69,6.27,NA,NA,0,0,0,0,10.24,0,34.38,59.49,28.36,0,7.94,16.82,27.59,80.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,"40_1089","Nodo 3 - Pies inventariados",35,"IFN2",10,42,362.57,1.72,0,14.16,0,0,22.3,25.72,520.8,10.8,4.11,4.14,0.44,47.17,42,296.91,0,48.61,52.24,7.79,63.42,58.73,4.69,0.02,0,0,0,0,0,34.12,8.95,18.05,58.66,27.9,0,6.14,11.01,22.1,67.16,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2004,44,275.87,0,0,10.5,NA,NA,22.02,24.85,491.34,10.52,4.07,4.12,0.33,47.26,42.33,220.88,57.25,61.52,10.59,42.58,39.4,3.18,NA,NA,0,0,0,0,21.57,2.71,14.08,39.34,18.72,0,4.41,8.02,15.42,46.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,"40_1141","Nodo 3 - Pies inventariados",35,"IFN2",10,29,822.06,5.55,0,36.22,0,0,23.69,28.97,660.29,13.6,3.77,3.81,0.94,56.76,46.94,748.04,0,25.64,27.55,10.19,215.98,199.4,16.59,0.02,0,0,0,0,2.25,131.66,95.84,52.69,202.64,94.74,0,14.12,23.29,59.95,192.1,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2004,31,650.77,0,0,29.92,NA,NA,24.19,31.2,766.88,14.38,3.85,3.91,0.78,58.3,46.09,614.53,27.26,29.29,14.51,187.56,173.81,13.75,NA,NA,0,0,0,14.03,113.51,88.49,43.08,176.7,82.58,0,11.44,18.24,49.52,161.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,"40_1145","Nodo 3 - Pies inventariados",35,"IFN2",10,38,442.79,2.84,0,24.77,0.01,0,26.69,33.25,872.45,13.23,4.38,4.46,0.69,50.22,39.79,496.37,0,35.92,38.6,9.81,143.24,135.08,8.16,0.04,0,0,0,0,19.61,83.91,76.35,22.92,135.1,64.18,0,10.82,16.56,41.01,132.57,0.04,0,"Nodo 1 - Pies inventariados","IFN3",2004,40,205.13,0,0,12.58,NA,NA,27.95,32.66,846.96,12.25,4.83,4.97,0.4,45.92,37.49,249.31,57.02,61.27,12.48,68.09,64.98,3.11,NA,NA,0,0,0,17.6,35.88,32.79,10.02,63.8,30.87,0,6.11,9.15,20.83,66.96,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"7",7,"40_1396","Nodo 3 - Pies inventariados",35,"IFN2",10,28,29.31,0.12,0,4.02,0,0,41.79,40.54,1371.7,11.1,7.82,8.04,0.15,27.38,27.38,71.88,0,166.39,178.79,8.12,18.73,19.15,-0.42,0.01,0,0,0,0,10.49,4.48,3.08,0.36,17.62,9.1,1,2.83,3.49,6.65,23.07,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2004,30,10.19,0,0,2.4,NA,NA,54.73,54.69,2352.43,9.96,11.05,11.06,0.1,18.21,18.21,40.13,314.64,338.1,9.96,9.25,9.83,-0.57,NA,NA,0,0,2.2,6.84,0,0,0,8.62,4.67,1.29,2.23,2.54,3.97,14.7,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"8",8,"40_1808","Nodo 3 - Pies inventariados",35,"IFN2",10,35,2393.69,25.47,0,42.57,0.02,0,15.05,20.37,326.47,10.16,2.57,2.61,1.28,59.73,49.88,986.58,0,20.12,21.62,7,180.18,158.35,21.82,0.03,0,0,0,0,0,10.13,0,126.83,161.79,75.24,0,17.07,39.6,70.47,202.38,0.06,0,"Nodo 1 - Pies inventariados","IFN3",2004,37,1114.08,0,0,18.99,NA,NA,14.73,20.88,343.18,10.24,2.7,2.78,0.68,47.7,49.04,441.63,29.26,31.44,10.19,70.16,62.74,7.43,NA,NA,0,0,0,0,12.61,0,39.15,62.29,29.81,0,9.37,24.25,31.44,94.87,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"9",9,"42_1194","Nodo 3 - Pies inventariados",35,"IFN2",10,32,2005.35,0,0,27.07,NA,0,13.11,22.55,400.34,11.03,2.86,2.91,0.66,59.9,48.92,654.15,1089.15,20.25,21.76,7.87,92.52,82.28,10.24,0,0,0,0,0,0,15.76,0,56.04,83.4,39.09,0,8.29,18.02,34.12,99.53,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,34,1779,0,0,21.71,NA,NA,12.47,21.16,354.82,10.76,2.64,2.73,0.44,68.36,50.87,526.33,22.03,23.67,10.66,62.98,55.5,7.48,NA,NA,0,0,0,0,12.23,0,39.86,56.66,26.37,0,5.17,11.38,22.46,65.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,"42_124","Nodo 3 - Pies inventariados",35,"IFN2",10,22,222.82,0,0,5.6,NA,0,17.89,18.58,271.34,8.68,3.6,3.6,0.19,46.12,46.72,124.61,1089.15,77.17,82.92,5.87,19.51,17.6,1.91,0,0,0,0,0,0,0,0,12.79,17.74,8.36,0,2.3,4.96,8.19,23.82,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,24,222.82,0,0,6.45,NA,NA,19.2,20.71,337.67,10.14,3.69,3.7,0.24,51.71,48.99,140.39,66.04,70.97,10.04,29.26,26.48,2.78,NA,NA,0,0,0,0,6.64,0,14.77,26.76,12.58,0,2.77,5.57,10.68,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,"42_586","Nodo 3 - Pies inventariados",35,"IFN2",10,28,732.11,0,0,12.96,NA,0,15.01,17.97,254.26,7.99,2.89,2.91,0.49,50.38,44.45,302.16,1089.15,46.27,49.72,5.07,45.79,40.44,5.35,0,0,0,0,0,0,0,0,35.26,39.84,19.22,0,5.98,14.61,21.45,61.26,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,30,254.65,0,0,5.02,NA,NA,15.84,18.17,259.85,8.19,3.17,3.2,0.2,48.31,45.05,114.61,76.55,82.26,8.02,17.96,16,1.95,NA,NA,0,0,0,0,0,0,12.55,15.95,7.6,0,2.38,5.62,8.31,23.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,"42_828","Nodo 3 - Pies inventariados",35,"IFN2",10,30,381.97,0,0,5.03,NA,0,12.94,14.65,168.54,7.24,2.63,2.65,0.21,53.68,49.44,121.88,1089.15,70.66,75.92,4.5,16.68,14.44,2.24,0,0,0,0,0,0,0,0,13.22,14.47,6.86,0,2.22,6.04,8.32,23.45,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,32,286.48,0,0,3.39,NA,NA,12.28,13.01,135.06,7.49,2.51,2.53,0.14,61.96,57.6,82.53,78.85,84.73,7.43,12.42,10.62,1.8,NA,NA,0,0,0,0,0,0,8.96,10.59,5.05,0,1.34,3.65,5.61,15.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,"5_1030","Nodo 3 - Pies inventariados",35,"IFN2",10,29,911.64,7.92,0,26.09,0,0,19.09,24.85,492.75,10.59,3.3,3.39,0.82,51.69,42.6,569.09,0,31.29,33.62,7.3,116.22,105.87,10.34,0.02,0,0,0,0,0,43.5,3.49,48.94,106.5,50.3,0,11.72,23.06,43.18,128.26,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2002,29,1174.21,0,0,37.3,NA,NA,20.11,29.7,697.13,13.31,3.1,3.29,1,60.8,44.81,802.34,21.93,23.56,13.41,211.15,193.94,17.22,NA,NA,0,0,0,4.96,114.83,80.24,61.41,196.6,92.15,0,14.81,25.96,61.74,194.66,NA,NA,16.17930733,509.34,95.059489,85.4584492,NA,NA,NA,NA,2.58045736,187.45,14.1174169,12.8225831
"16",16,"5_1035","Nodo 3 - Pies inventariados",35,"IFN2",10,45,494.7,3.99,0,29.13,0,0,27.38,36.92,1074.59,13.63,4.4,4.52,0.8,47.74,36.91,579.93,0,32.99,35.45,10.12,164.61,156.71,7.91,0.02,0,0,0,0,37.73,85.31,63.16,24.61,154.34,74.46,0.04,13.38,20.06,48.22,156.16,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2002,45,611.86,0,0,37.29,NA,NA,27.85,38.41,1165.17,14.66,4.3,4.44,0.95,50.04,38.16,739.31,27.58,29.64,14.66,222.62,211.99,10.63,NA,NA,0,0,0,57.57,116.06,93.03,32.08,209.64,100.72,0.21,16.62,24.29,61.71,203.55,NA,NA,8.89629855,187.48,52.4556245,47.40466,NA,NA,NA,NA,0.7198105,14.15,4.3727745,3.8608275
"17",17,"5_1037","Nodo 3 - Pies inventariados",35,"IFN2",10,30,1640.77,14.45,0,35.09,0.02,0,16.5,21.9,376.86,9.26,2.88,2.93,1.1,52.45,42.29,794.33,0,26.66,28.65,6.37,141.69,126.54,15.15,0.03,0,0,0,0,0,18.74,0,90.36,127.12,60.12,0,15.45,34.44,58.08,168.1,0.06,0,"Nodo 1 - Pies inventariados","IFN3",2002,30,594.18,0,0,16.03,NA,NA,18.53,23.05,417.68,8.89,3.45,3.52,0.58,42.5,38.55,351.9,46.17,49.61,8.89,58.36,53.38,4.98,NA,NA,0,0,0,0,13.5,0,26.84,52.64,25.36,0,8.45,18.05,26.53,78.4,NA,NA,3.67796746,102.58,13.9943978,18.228563,0,0,0,NA,NA,NA,NA,NA
"18",18,"5_390","Nodo 3 - Pies inventariados",35,"IFN2",10,20,252.83,1.81,0,3.37,0,0,13.03,13.8,149.65,7.23,2.69,2.7,0.14,55.65,52.41,81.02,0,86.94,93.42,4.5,11.65,10.07,1.58,0.02,0,0,0,0,0,0,0,8.4,9.99,4.78,0,1.44,3.87,5.58,15.68,0.04,0,"Nodo 1 - Pies inventariados","IFN3",2002,20,1559.72,0,0,13.11,NA,NA,10.35,15.65,194.37,5.64,2.06,2.11,0.55,45.87,36.03,333.05,44.92,48.27,5.5,30.45,26.12,4.33,NA,NA,0,0,0,0,0,0,17.6,22.61,12.41,0,7.18,23.73,21.7,65.03,NA,NA,11.55559503,1400.52,26.4185817,57.5737857,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,"5_614","Nodo 3 - Pies inventariados",35,"IFN2",10,25,940.79,6.64,0,24.72,0,0,18.29,25.3,548.26,9.38,3.16,3.19,0.68,50.24,37.07,545.23,0,34.76,37.35,7.53,87.16,78.24,8.91,0,0,0,0,0,0,18.35,0,51.41,79,37.18,0,9.05,19.34,34.24,99.81,0,0,"Nodo 1 - Pies inventariados","IFN3",2002,25,1106.59,0,0,20.81,NA,NA,15.48,25.63,575.28,9.81,2.63,2.71,0.57,49.39,38.27,478.04,30.65,32.94,9.59,53.3,47.15,6.15,NA,NA,0,0,0,0,4.14,0,35.17,46.56,22.4,0,7.47,18.54,25.92,74.34,NA,NA,2.40233742,254.64,6.2364519,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,"5_615","Nodo 3 - Pies inventariados",35,"IFN2",10,30,1168.91,12.37,0,36.6,0,0,19.97,30.75,750.22,9.9,3.36,3.48,1.11,47.33,32.2,789.47,0,29.54,31.74,6.65,154.39,142.27,12.12,0.02,0,0,0,0,5.27,54.34,9.77,61.56,140.9,67.6,0,18.01,34.56,60.59,180.76,0.03,0,"Nodo 1 - Pies inventariados","IFN3",2002,30,548.2,0,0,30.22,NA,NA,26.49,36.56,1063.72,11.06,4.45,4.59,0.91,40.03,30.25,606.8,38.61,41.49,10.94,137.59,131.66,5.93,NA,NA,0,0,0,25.35,69.72,27.72,23.68,127.54,62.56,0.23,16.56,26.58,50.02,155.95,NA,NA,6.27488825,113.2,29.440773,32.14597,0,0,0,NA,0.92638032,31.83,4.1296242,4.5236796
"21",21,"5_667","Nodo 3 - Pies inventariados",35,"IFN2",10,30,200.58,1.01,0,9.7,0,0,24.82,27.92,620.17,10.31,4.63,4.69,0.35,39.4,36.91,198.02,0,68.52,73.63,7.35,41.53,39.28,2.25,0.01,0,0,0,0,2.43,24.98,6.1,8.14,38.21,18.66,0,5.23,9.04,16.06,49,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2002,30,102.57,0,0,6.73,NA,NA,28.9,28.33,665.39,8.81,5.49,5.64,0.26,31.16,31.09,132.21,112.09,120.45,8.76,25.85,25.2,0.65,NA,NA,0,0,0,5.08,12.91,3.19,2.9,23.74,11.97,0.01,4.49,7.22,11.14,34.82,NA,NA,0.93602481,31.83,2.8538778,4.6118487,0,0,0,NA,NA,NA,NA,NA
"22",22,"5_669","Nodo 3 - Pies inventariados",35,"IFN2",10,25,664.09,4.36,0,14.61,0.02,0,16.74,20.7,336.85,8.33,3.19,3.23,0.54,44.44,40.26,329.5,0,46.57,50.04,5.37,50.11,45.13,4.98,0.02,0,0,0,0,0,4.27,0,30.23,44.32,21.44,0,7.46,17.19,24.18,70.28,0.04,0,"Nodo 1 - Pies inventariados","IFN3",2002,25,845.29,0,0,21.58,NA,NA,18.03,25,494.37,8.81,3.29,3.39,0.76,42.48,35.26,477.15,39.02,41.93,8.81,75.29,68.89,6.4,NA,NA,0,0,0,0,18.23,0,36.6,67.05,32.73,0,11.85,25.83,35.73,106.14,NA,NA,11.80305444,498.69,41.8477388,57.4653083,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,"5_670","Nodo 3 - Pies inventariados",35,"IFN2",10,25,884.87,6.4,0,15.08,0,0,14.73,19.88,311.12,7.92,2.83,2.87,0.57,46.78,39.84,351.38,0,42.45,45.62,4.87,48.62,43.1,5.53,0.02,0,0,0,0,0,2.14,0,33.41,42.2,20.48,0,7.53,18.97,24.96,71.94,0.05,0,"Nodo 1 - Pies inventariados","IFN3",2002,25,880.66,0,0,21.19,NA,NA,17.5,23.61,438.71,8.37,3.28,3.35,0.77,38.64,35.45,471.95,40.26,43.26,8.35,66,60.31,5.69,NA,NA,0,0,0,0,11.64,0,34.8,58.17,28.66,0,12.43,28.58,35.08,104.75,NA,NA,13.10060759,615.39,38.5703412,64.9118953,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,"5_672","Nodo 3 - Pies inventariados",35,"IFN2",10,30,116.18,0.53,0,9.49,0,0,32.25,32.97,880.08,10.49,5.91,6.04,0.33,33.17,31.81,181.26,0,88.46,95.06,7.5,41.82,41.05,0.76,0.02,0,0,0,0,15.87,19.79,9.81,2.94,39.15,19.51,0.11,5.9,8.6,15.71,49.83,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2002,30,254.22,0,0,9.07,NA,NA,21.31,31.05,789.1,10.07,6,6.1,0.28,39.64,32.43,192.21,62.29,66.94,9.63,33.23,32.63,0.59,NA,NA,0,0,0,11.8,16.87,9.76,2.38,30.81,15.5,0.28,4.99,7.36,12.88,41.01,NA,NA,2.07759704,173.3,4.1758065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,"5_707","Nodo 3 - Pies inventariados",35,"IFN2",10,28,850.09,5.81,0,30.67,0,0,21.43,26.72,562.66,11.98,3.62,3.66,0.9,51.29,44.83,649.68,0,28.63,30.77,8.59,152.09,139.72,12.37,0.02,0,0,0,0,0,67.27,24.9,53,140.82,66.38,0,13.2,24.12,50.76,154.47,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2002,28,901.88,0,0,36.64,NA,NA,22.74,30.35,726.55,14.07,3.59,3.66,0.95,57.06,46.36,764.21,23.66,25.43,14.07,217.05,200.37,16.68,NA,NA,0,0,0,5.22,123.83,92.89,58.48,203.39,95.2,0,14.28,24.02,60.64,194.14,NA,NA,12.56949364,258.23,77.0454149,67.6566257,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,"5_708","Nodo 3 - Pies inventariados",35,"IFN2",10,41,922.91,7.26,0,33.95,0,0,21.64,28.41,635.21,11.19,3.61,3.68,0.98,49.93,39.38,717.39,0,29.42,31.62,7.97,164.39,151.7,12.69,0.02,0,0,0,0,0,80.35,28.35,53.81,152.15,72.08,0,15.16,27.42,56.19,170.85,0.03,0,"Nodo 1 - Pies inventariados","IFN3",2002,41,838.22,0,0,27.57,NA,NA,20.47,27.18,581.98,10.61,3.55,3.64,0.87,46.71,39.03,590.54,32.57,34.99,10.51,119.16,109.79,9.37,NA,NA,0,0,0,0,54.25,9.33,42.4,109.41,52.17,0,13.4,25.88,45.64,137.09,NA,NA,5.43546873,145.03,23.9530136,27.2325316,NA,NA,NA,NA,0.45561462,31.83,1.9693221,2.1316551
