"","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","Anho.x","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_dominante_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez.x","Esbeltez_dominante.x","SDI_IFN2","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_desenrollo.x","V_chapa.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_postes.x","V_estacas.x","V_trituracion_IFN2","WSW_IFN2","WTHICKB_IFN2","WB2_7_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","Hoja_arboles.y","INVENTORY_ID_IFN3","Anho.y","T_IFN3","N_IFN3","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_muerta_IFN3.x","G_incorporada_IFN3.x","dg_IFN3","Do_IFN3","Seccion_dominante_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez.y","Esbeltez_dominante.y","SDI_IFN3","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_desenrollo.y","V_chapa.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_postes.y","V_estacas.y","V_trituracion_IFN3","WSW_IFN3","WTHICKB_IFN3","WB2_7_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"1","40_1022","Nodo 3 - Pies inventariados","IFN2",10,35,944.32,0,0,41.97,NA,0,23.79,33.15,868.61,15.44,3.58,3.69,1.01,60.36,46.57,865.77,21.08,22.65,11.87,267.54,248.31,19.22,0,0,0,0,0,21.09,149.05,121.85,61.5,251.78,117.98,0,15.94,25.13,69.48,228.53,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,37,802.85,0,0,32.94,NA,NA,22.85,34.35,935.28,14.53,3.5,3.7,0.86,58.33,42.29,686.19,24.29,26.1,14.44,196.56,183.4,13.16,NA,NA,0,0,0,26.65,96.65,75.22,49.12,184.45,87.14,0.02,13.34,21.2,54.52,176.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61619697,31.83,3.6088854,3.0926028
"2","40_1033","Nodo 3 - Pies inventariados","IFN2",10,35,1064.57,0,0,34.18,NA,0,20.22,26.69,561.92,12.11,3.36,3.43,0.98,53.47,45.39,734.25,25.3,27.19,8.71,169.39,154.78,14.61,0,0,0,0,0,0,75.17,28.09,65.6,156.58,73.54,0,14.46,27.17,56.57,171.75,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,37,700.28,0,0,22.43,NA,NA,20.19,26.48,555.81,11.66,3.48,3.54,0.69,55.19,44.04,482.01,32.4,34.82,11.47,113.31,103.28,10.03,NA,NA,0,0,0,2.26,44.83,12.33,46.44,104.8,49.07,0,9.32,17.43,37.13,112.95,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"3","40_1062","Nodo 3 - Pies inventariados","IFN2",10,38,1018.59,0,0,24.89,NA,0,17.64,24.03,453.94,10.03,3.16,3.21,0.82,49.49,41.73,553.22,31.25,33.58,6.87,100.11,90.38,9.72,0,0,0,0,0,0,26.24,0,55.53,90.57,42.94,0,11.52,24.66,41.2,120.32,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,40,679.06,0,0,16.67,NA,NA,17.68,22.88,415.29,9.74,3.23,3.31,0.58,49.6,42.57,370.29,39.4,42.34,9.72,65.97,59.69,6.27,NA,NA,0,0,0,0,10.24,0,34.38,59.49,28.36,0,7.94,16.82,27.59,80.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","40_1089","Nodo 3 - Pies inventariados","IFN2",10,42,364.29,0,0,14.22,NA,0,22.3,25.72,520.89,10.8,4.11,4.14,0.45,47.18,41.99,298.19,48.51,52.13,7.79,63.74,59.02,4.71,0,0,0,0,0,0,34.29,8.99,18.14,58.96,28.04,0,6.17,11.07,22.21,67.49,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,44,275.87,0,0,10.5,NA,NA,22.02,24.85,491.34,10.52,4.07,4.12,0.33,47.26,42.33,220.88,57.25,61.52,10.59,42.58,39.4,3.18,NA,NA,0,0,0,0,21.57,2.71,14.08,39.34,18.72,0,4.41,8.02,15.42,46.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","40_1141","Nodo 3 - Pies inventariados","IFN2",10,29,827.61,0,0,36.45,NA,0,23.68,28.98,660.42,13.6,3.77,3.81,0.94,56.78,46.94,752.65,25.56,27.46,10.19,217.36,200.66,16.7,0,0,0,0,0,2.26,132.48,96.36,53.06,203.93,95.34,0,14.21,23.43,60.33,193.31,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,31,650.77,0,0,29.92,NA,NA,24.19,31.2,766.88,14.38,3.85,3.91,0.78,58.3,46.09,614.53,27.26,29.29,14.51,187.56,173.81,13.75,NA,NA,0,0,0,14.03,113.51,88.49,43.08,176.7,82.58,0,11.44,18.24,49.52,161.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","40_1145","Nodo 3 - Pies inventariados","IFN2",10,38,445.63,0,0,24.92,NA,0,26.68,33.27,873.1,13.23,4.37,4.45,0.69,50.23,39.78,499.44,35.79,38.46,9.81,144.09,135.88,8.21,0,0,0,0,0,19.7,84.41,76.78,23.08,135.9,64.56,0,10.88,16.66,41.25,133.34,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,40,205.13,0,0,12.58,NA,NA,27.95,32.66,846.96,12.25,4.83,4.97,0.4,45.92,37.49,249.31,57.02,61.27,12.48,68.09,64.98,3.11,NA,NA,0,0,0,17.6,35.88,32.79,10.02,63.8,30.87,0,6.11,9.15,20.83,66.96,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"7","40_1396","Nodo 3 - Pies inventariados","IFN2",10,28,29.43,0,0,4.04,NA,0,41.79,40.54,1371.38,11.1,7.82,8.04,0.15,27.39,27.39,72.3,166.05,178.44,8.12,18.8,19.23,-0.42,0,0,0,0,0,10.53,4.5,3.09,0.36,17.69,9.13,1,2.84,3.5,6.68,23.16,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,30,10.19,0,0,2.4,NA,NA,54.73,54.69,2352.43,9.96,11.05,11.06,0.1,18.21,18.21,40.13,314.64,338.1,9.96,9.25,9.83,-0.57,NA,NA,0,0,2.2,6.84,0,0,0,8.62,4.67,1.29,2.23,2.54,3.97,14.7,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"8","40_1808","Nodo 3 - Pies inventariados","IFN2",10,35,2419.16,0,0,42.97,NA,0,15.04,20.37,326.59,10.16,2.56,2.6,1.29,59.76,49.87,994.02,20.01,21.5,7,181.85,159.81,22.04,0,0,0,0,0,0,10.18,0,128.08,163.29,75.93,0,17.22,39.97,71.13,204.25,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,37,1114.08,0,0,18.99,NA,NA,14.73,20.88,343.18,10.24,2.7,2.78,0.68,47.7,49.04,441.63,29.26,31.44,10.19,70.16,62.74,7.43,NA,NA,0,0,0,0,12.61,0,39.15,62.29,29.81,0,9.37,24.25,31.44,94.87,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"9","42_1194","Nodo 3 - Pies inventariados","IFN2",10,32,2005.35,0,0,27.07,NA,0,13.11,22.55,400.34,11.03,2.86,2.91,0.66,59.9,48.92,647.99,20.25,21.76,7.87,92.52,82.28,10.24,0,0,0,0,0,0,15.76,0,56.04,83.4,39.09,0,8.29,18.02,34.12,99.53,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,34,1779,0,0,21.71,NA,NA,12.47,21.16,354.82,10.76,2.64,2.73,0.44,68.36,50.87,526.33,22.03,23.67,10.66,62.98,55.5,7.48,NA,NA,0,0,0,0,12.23,0,39.86,56.66,26.37,0,5.17,11.38,22.46,65.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","42_124","Nodo 3 - Pies inventariados","IFN2",10,22,222.82,0,0,5.6,NA,0,17.89,18.58,271.34,8.68,3.6,3.6,0.19,46.12,46.72,124,77.17,82.92,5.87,19.51,17.6,1.91,0,0,0,0,0,0,0,0,12.79,17.74,8.36,0,2.3,4.96,8.19,23.82,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,24,222.82,0,0,6.45,NA,NA,19.2,20.71,337.67,10.14,3.69,3.7,0.24,51.71,48.99,140.39,66.04,70.97,10.04,29.26,26.48,2.78,NA,NA,0,0,0,0,6.64,0,14.77,26.76,12.58,0,2.77,5.57,10.68,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","42_586","Nodo 3 - Pies inventariados","IFN2",10,28,732.11,0,0,12.96,NA,0,15.01,17.97,254.26,7.99,2.89,2.91,0.49,50.38,44.45,299.91,46.27,49.72,5.07,45.79,40.44,5.35,0,0,0,0,0,0,0,0,35.26,39.84,19.22,0,5.98,14.61,21.45,61.26,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,30,254.65,0,0,5.02,NA,NA,15.84,18.17,259.85,8.19,3.17,3.2,0.2,48.31,45.05,114.61,76.55,82.26,8.02,17.96,16,1.95,NA,NA,0,0,0,0,0,0,12.55,15.95,7.6,0,2.38,5.62,8.31,23.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","42_626","Nodo 3 - Pies inventariados","IFN2",10,75,1343.98,0,0,64.35,NA,0,24.69,32.17,813.87,19.58,3.31,3.36,1.19,75.77,60.86,1314.98,13.93,14.97,15.31,541.99,497.39,44.6,0,0,0,0,0,43.16,349.48,273.21,111.79,516.17,236.33,0,19.25,28.31,106.51,390.4,NA,0,"Nodo 1 - Pies inventariados","IFN3",2003,77,891.27,0,0,NA,NA,NA,24.15,31.55,782.69,16.4,3.57,3.64,0.93,66.13,51.98,839.1,20.42,21.94,16.39,291.55,269.06,22.49,NA,NA,0,0,0,23.95,176.5,139.98,66.9,275.09,127.84,0,14.02,21.56,67.59,231.02,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"13","42_638","Nodo 3 - Pies inventariados","IFN2",10,18,389.05,0,0,14.19,NA,0,21.55,27.99,618.03,10.46,4.5,4.54,0.42,43.54,37.37,299.96,48.47,52.09,7.41,59.45,55.87,3.58,0,0,0,0,0,2.26,37.7,9.49,11.7,55,26.55,0,6.3,10.72,21.04,64.6,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,20,190.99,0,0,NA,NA,NA,25.35,28.25,632.34,11.68,4.57,4.63,0.32,47.26,41.35,195.75,61.93,66.55,11.74,50.19,47.15,3.05,NA,NA,0,0,0,2.53,30.62,23.92,9.22,46.91,22.4,0,4.44,7.24,15.96,50.04,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"14","42_828","Nodo 3 - Pies inventariados","IFN2",10,30,381.97,0,0,5.03,NA,0,12.94,14.65,168.54,7.24,2.63,2.65,0.21,53.68,49.44,120.71,70.66,75.92,4.5,16.68,14.44,2.24,0,0,0,0,0,0,0,0,13.22,14.47,6.86,0,2.22,6.04,8.32,23.45,NA,0,"Nodo 1 - Pies inventariados","IFN3",2004,32,286.48,0,0,3.39,NA,NA,12.28,13.01,135.06,7.49,2.51,2.53,0.14,61.96,57.6,82.53,78.85,84.73,7.43,12.42,10.62,1.8,NA,NA,0,0,0,0,0,0,8.96,10.59,5.05,0,1.34,3.65,5.61,15.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","5_1030","Nodo 3 - Pies inventariados","IFN2",10,29,919.56,0,0,26.27,NA,0,19.07,24.86,493.12,10.59,3.3,3.38,0.83,51.72,42.6,572.72,31.14,33.46,7.3,117.05,106.63,10.43,0,0,0,0,0,0,43.76,3.5,49.36,107.26,50.66,0,11.8,23.22,43.49,129.18,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,29,1174.21,0,0,37.3,NA,NA,20.11,29.7,697.13,13.31,3.1,3.29,1,60.8,44.81,802.34,21.93,23.56,13.41,211.15,193.94,17.22,NA,NA,0,0,0,4.96,114.83,80.24,61.41,196.6,92.15,0,14.81,25.96,61.74,194.66,NA,NA,16.17930733,509.34,95.059489,85.4584492,NA,NA,NA,NA,2.58045736,187.45,14.1174169,12.8225831
"16","5_1035","Nodo 3 - Pies inventariados","IFN2",10,45,498.69,0,0,29.33,NA,0,27.37,36.94,1075.94,13.63,4.39,4.52,0.8,47.77,36.9,584.2,32.85,35.3,10.12,165.74,157.77,7.97,0,0,0,0,0,37.91,85.9,63.57,24.84,155.39,74.96,0.04,13.47,20.2,48.55,157.22,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,45,611.86,0,0,37.29,NA,NA,27.85,38.41,1165.17,14.66,4.3,4.44,0.95,50.04,38.16,739.31,27.58,29.64,14.66,222.62,211.99,10.63,NA,NA,0,0,0,57.57,116.06,93.03,32.08,209.64,100.72,0.21,16.62,24.29,61.71,203.55,NA,NA,8.89629855,187.48,52.4556245,47.40466,NA,NA,NA,NA,0.7198105,14.15,4.3727745,3.8608275
"17","5_1037","Nodo 3 - Pies inventariados","IFN2",10,30,1655.21,0,0,35.36,NA,0,16.49,21.91,377.08,9.26,2.88,2.92,1.11,52.47,42.26,799.34,26.55,28.53,6.37,142.78,127.51,15.27,0,0,0,0,0,0,18.83,0,91.1,128.1,60.58,0,15.57,34.71,58.53,169.39,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,30,594.18,0,0,16.03,NA,NA,18.53,23.05,417.68,8.89,3.45,3.52,0.58,42.5,38.55,351.9,46.17,49.61,8.89,58.36,53.38,4.98,NA,NA,0,0,0,0,13.5,0,26.84,52.64,25.36,0,8.45,18.05,26.53,78.4,NA,NA,3.67796746,102.58,13.9943978,18.228563,0,0,0,NA,NA,NA,NA,NA
"18","5_390","Nodo 3 - Pies inventariados","IFN2",10,20,254.65,0,0,3.39,NA,0,13.03,13.8,149.64,7.23,2.69,2.69,0.15,55.66,52.41,81.39,86.62,93.08,4.5,11.73,10.14,1.6,0,0,0,0,0,0,0,0,8.46,10.06,4.82,0,1.45,3.9,5.62,15.79,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,20,1559.72,0,0,13.11,NA,NA,10.35,15.65,194.37,5.64,2.06,2.11,0.55,45.87,36.03,333.05,44.92,48.27,5.5,30.45,26.12,4.33,NA,NA,0,0,0,0,0,0,17.6,22.61,12.41,0,7.18,23.73,21.7,65.03,NA,NA,11.55559503,1400.52,26.4185817,57.5737857,NA,NA,NA,NA,NA,NA,NA,NA
"19","5_614","Nodo 3 - Pies inventariados","IFN2",10,25,947.43,0,0,24.87,NA,0,18.28,25.31,548.39,9.38,3.16,3.18,0.68,50.26,37.06,547.94,34.64,37.22,7.53,87.78,78.8,8.98,0,0,0,0,0,0,18.45,0,51.81,79.57,37.44,0,9.11,19.48,34.49,100.53,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,25,1106.59,0,0,20.81,NA,NA,15.48,25.63,575.28,9.81,2.63,2.71,0.57,49.39,38.27,478.04,30.65,32.94,9.59,53.3,47.15,6.15,NA,NA,0,0,0,0,4.14,0,35.17,46.56,22.4,0,7.47,18.54,25.92,74.34,NA,NA,2.40233742,254.64,6.2364519,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","5_615","Nodo 3 - Pies inventariados","IFN2",10,30,1181.28,0,0,36.91,NA,0,19.95,30.78,751.23,9.91,3.36,3.47,1.12,47.37,32.19,795.69,29.37,31.56,6.65,155.69,143.45,12.24,0,0,0,0,0,5.29,54.67,9.81,62.21,142.09,68.16,0,18.15,34.86,61.1,182.27,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,30,548.2,0,0,30.22,NA,NA,26.49,36.56,1063.72,11.06,4.45,4.59,0.91,40.03,30.25,606.8,38.61,41.49,10.94,137.59,131.66,5.93,NA,NA,0,0,0,25.35,69.72,27.72,23.68,127.54,62.56,0.23,16.56,26.58,50.02,155.95,NA,NA,6.27488825,113.2,29.440773,32.14597,0,0,0,NA,0.92638032,31.83,4.1296242,4.5236796
"21","5_667","Nodo 3 - Pies inventariados","IFN2",10,30,201.6,0,0,9.75,NA,0,24.81,27.93,620.84,10.3,4.63,4.69,0.35,39.4,36.88,198.97,68.36,73.46,7.35,41.73,39.47,2.26,0,0,0,0,0,2.44,25.1,6.12,8.18,38.39,18.75,0,5.26,9.09,16.14,49.23,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,30,102.57,0,0,6.73,NA,NA,28.9,28.33,665.39,8.81,5.49,5.64,0.26,31.16,31.09,132.21,112.09,120.45,8.76,25.85,25.2,0.65,NA,NA,0,0,0,5.08,12.91,3.19,2.9,23.74,11.97,0.01,4.49,7.22,11.14,34.82,NA,NA,0.93602481,31.83,2.8538778,4.6118487,0,0,0,NA,NA,NA,NA,NA
"22","5_669","Nodo 3 - Pies inventariados","IFN2",10,25,668.45,0,0,14.7,NA,0,16.73,20.7,337,8.34,3.19,3.23,0.55,44.45,40.26,331.01,46.4,49.86,5.37,50.41,45.4,5.01,0,0,0,0,0,0,4.29,0,30.42,44.58,21.57,0,7.5,17.3,24.33,70.7,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,25,845.29,0,0,21.58,NA,NA,18.03,25,494.37,8.81,3.29,3.39,0.76,42.48,35.26,477.15,39.02,41.93,8.81,75.29,68.89,6.4,NA,NA,0,0,0,0,18.23,0,36.6,67.05,32.73,0,11.85,25.83,35.73,106.14,NA,NA,11.80305444,498.69,41.8477388,57.4653083,NA,NA,NA,NA,NA,NA,NA,NA
"23","5_670","Nodo 3 - Pies inventariados","IFN2",10,25,891.27,0,0,15.18,NA,0,14.73,19.89,311.42,7.92,2.83,2.87,0.58,46.79,39.85,353.05,42.27,45.42,4.87,48.95,43.39,5.56,0,0,0,0,0,0,2.15,0,33.64,42.48,20.61,0,7.58,19.1,25.13,72.43,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,25,880.66,0,0,21.19,NA,NA,17.5,23.61,438.71,8.37,3.28,3.35,0.77,38.64,35.45,471.95,40.26,43.26,8.35,66,60.31,5.69,NA,NA,0,0,0,0,11.64,0,34.8,58.17,28.66,0,12.43,28.58,35.08,104.75,NA,NA,13.10060759,615.39,38.5703412,64.9118953,NA,NA,NA,NA,NA,NA,NA,NA
"24","5_672","Nodo 3 - Pies inventariados","IFN2",10,30,116.71,0,0,9.53,NA,0,32.25,33.01,881.88,10.49,5.91,6.04,0.33,33.17,31.77,182.22,88.26,94.84,7.5,42,41.23,0.77,0,0,0,0,0,15.93,19.88,9.85,2.96,39.32,19.59,0.11,5.93,8.64,15.78,50.04,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,30,254.22,0,0,9.07,NA,NA,21.31,31.05,789.1,10.07,6,6.1,0.28,39.64,32.43,192.21,62.29,66.94,9.63,33.23,32.63,0.59,NA,NA,0,0,0,11.8,16.87,9.76,2.38,30.81,15.5,0.28,4.99,7.36,12.88,41.01,NA,NA,2.07759704,173.3,4.1758065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","5_707","Nodo 3 - Pies inventariados","IFN2",10,28,855.9,0,0,30.86,NA,0,21.43,26.73,562.88,11.98,3.62,3.66,0.9,51.3,44.83,653.44,28.53,30.65,8.59,153.05,140.59,12.46,0,0,0,0,0,0,67.64,25.02,53.38,141.71,66.8,0,13.28,24.27,51.08,155.44,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,28,901.88,0,0,36.64,NA,NA,22.74,30.35,726.55,14.07,3.59,3.66,0.95,57.06,46.36,764.21,23.66,25.43,14.07,217.05,200.37,16.68,NA,NA,0,0,0,5.22,123.83,92.89,58.48,203.39,95.2,0,14.28,24.02,60.64,194.14,NA,NA,12.56949364,258.23,77.0454149,67.6566257,NA,NA,NA,NA,NA,NA,NA,NA
"26","5_708","Nodo 3 - Pies inventariados","IFN2",10,41,930.17,0,0,34.18,NA,0,21.63,28.42,635.47,11.19,3.61,3.68,0.99,49.95,39.39,722.04,29.3,31.48,7.97,165.53,152.74,12.79,0,0,0,0,0,0,80.82,28.48,54.26,153.2,72.57,0,15.26,27.61,56.58,172.02,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,41,838.22,0,0,27.57,NA,NA,20.47,27.18,581.98,10.61,3.55,3.64,0.87,46.71,39.03,590.54,32.57,34.99,10.51,119.16,109.79,9.37,NA,NA,0,0,0,0,54.25,9.33,42.4,109.41,52.17,0,13.4,25.88,45.64,137.09,NA,NA,5.43546873,145.03,23.9530136,27.2325316,NA,NA,NA,NA,0.45561462,31.83,1.9693221,2.1316551
"27","5_721","Nodo 3 - Pies inventariados","IFN2",10,20,31.83,0,0,0.95,NA,0,19.54,19.54,299.73,7.73,4.24,4.24,0.04,39.57,39.57,20.67,229.27,246.37,5,3.32,3.04,0.28,0,0,0,0,0,0,0,0,1.57,2.98,1.45,0,0.52,1.1,1.58,4.64,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,20,1460.69,0,0,24.05,NA,NA,14.48,21.33,360.37,7.42,2.68,2.74,0.86,48.47,34.77,561.53,35.28,37.91,7.37,77.76,68.91,8.85,NA,NA,0,0,0,0,2.45,0,51.25,67.34,32.74,0,12.1,30.14,39.8,114.78,NA,NA,23.34452537,1446.5,75.076113,111.2700222,NA,NA,NA,NA,NA,NA,NA,NA
"28","5_724","Nodo 3 - Pies inventariados","IFN2",10,28,1015.05,0,0,31.07,NA,0,19.74,26.87,571.08,12.99,3.26,3.32,0.88,58.78,48.34,671.52,24.16,25.97,9.87,166.62,151.3,15.32,0,0,0,0,0,2.27,67.53,37.01,69.58,154.32,71.89,0,12.09,22.54,51.43,157.95,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,28,739.19,0,0,28.1,NA,NA,22,29.49,686.92,12.73,3.67,3.76,0.82,51.15,43.17,591.04,28.9,31.05,12.71,144.29,133.61,10.68,NA,NA,0,0,0,6.9,78.61,42.53,40.74,134.3,63.48,0,12.23,21.61,46.51,143.83,NA,NA,8.00721665,205.16,40.9927063,41.0063552,NA,NA,NA,NA,NA,NA,NA,NA
"29","5_725","Nodo 3 - Pies inventariados","IFN2",10,29,452.71,0,0,19.32,NA,0,23.31,28.75,656.77,11.42,4.13,4.18,0.62,44.44,39.72,400.48,41.16,44.23,8.26,89.37,83.52,5.86,0,0,0,0,0,2.64,41.71,16.21,22.8,82.56,39.68,0,9.34,16.5,31.97,97.5,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,29,509.3,0,0,28.09,NA,NA,26.5,34.06,920.1,13.17,4.39,4.48,0.8,44.05,38.67,563.96,33.65,36.16,13.3,149.05,141.65,7.4,NA,NA,0,0,0,23.52,85.45,75.28,21.58,139.88,67.3,0.1,13.96,23.16,46.49,151.01,NA,NA,11.96337369,215.78,62.6848226,62.6916841,NA,NA,NA,NA,NA,NA,NA,NA
"30","5_733","Nodo 3 - Pies inventariados","IFN2",10,36,1301.53,0,0,58.66,NA,0,23.95,31.1,760.76,14.58,3.61,3.65,1.36,55.81,46.89,1207.75,19.01,20.43,10.81,351.78,325.78,26,0,0,0,0,0,14.06,216.21,166.24,79.94,330.3,154.79,0,22.98,37.67,97.09,312.53,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,36,912.49,0,0,45.49,NA,NA,25.19,33.22,869.71,14.42,3.84,3.91,1.1,55.78,43.4,924.9,22.96,24.67,14.47,281.71,262.84,18.87,NA,NA,0,0,0,20.16,175.52,139.34,53.91,265.41,124.88,0,18.04,28.15,75.29,246.36,NA,NA,10.4688492,198.1,63.708111,56.433313,0,0,0,NA,NA,NA,NA,NA
"31","5_980","Nodo 3 - Pies inventariados","IFN2",10,30,31.83,0,0,1.06,NA,0,20.64,20.64,334.57,7.19,4.48,4.48,0.05,34.82,34.82,22.76,246.61,265,4.5,3.41,3.16,0.25,0,0,0,0,0,0,1.92,0,1.42,3.09,1.5,0,0.64,1.35,1.76,5.26,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,30,14.15,0,0,0.86,NA,NA,27.8,27.8,606.99,6.5,6.14,6.14,0.04,23.38,23.38,17.04,409.03,439.53,6.5,2.36,2.3,0.06,NA,NA,0,0,0,0,1.35,0,0.32,2.08,1.09,0,0.71,1.3,1.42,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","5_984","Nodo 3 - Pies inventariados","IFN2",10,30,629.55,0,0,24.36,NA,0,22.2,27.7,606.33,11.16,3.88,3.92,0.76,46.61,40.28,511.29,35.72,38.38,7.93,112.89,104.54,8.35,0,0,0,0,0,2.25,57.43,18.72,34.03,103.94,49.67,0,11.37,20.7,40.33,122.07,NA,0,"Nodo 1 - Pies inventariados","IFN3",2002,30,484.54,0,0,20.13,NA,NA,23,29.49,685,10,4.15,4.22,0.68,38.99,33.92,418.74,45.43,48.82,10,80.47,75.61,4.85,NA,NA,0,0,0,2.25,39.7,12.83,21.47,73.49,35.93,0,11.01,20.24,33.32,100.49,NA,NA,4.50622315,84.9,19.06854,22.7810755,0,0,0,NA,NA,NA,NA,NA
