"22","19_564","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,25,.,.,80.97,.,.,0,49.14,4.04,.,.,.,.,.,.,.,.,.,2.09,.,.,.,.,.,.,25.2,.,.,25.2,.,.,498.82,.,.,.,.,.,.,.,.,8.94,.,.,4.07,.,.,4.07,.,.,0.11,.,.,35.48,35.48,82.03,.,.,.,.,.,124.28,133.55,20.5,16.67,11.17,5.5,0,7.95,.,.,.,.,.,.,0,0,8.26,15.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.02,0.78,1.86,3.06,13.72,.,3.99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,25,.,.,42.44,.,.,0,0,2.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25.8,.,.,25.75,.,.,522.78,.,.,.,.,.,.,.,.,7.83,.,.,4.25,.,.,4.26,.,.,0.06,.,.,30.42,30.42,44.68,.,.,.,.,.,195.96,210.57,18.65,8.05,5.39,2.66,.,.,.,.,.,.,.,.,0,0,4.32,7.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.08,0.44,1.03,1.72,7.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.34791485,28.3,4.849205,4.3170235,.,.,.,.,.,.,.,.
"23","19_568","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,30,.,.,1200.48,.,.,0,213.71,33.22,.,.,.,.,.,.,.,.,.,6.61,.,.,.,.,.,.,18.77,.,.,26.26,.,.,541.77,.,.,.,.,.,.,.,.,7.31,.,.,2.8,.,.,2.85,.,.,0.77,.,.,39.96,27.83,752.61,.,.,.,.,.,39.49,42.43,17.75,116.94,76.59,40.35,0,21.27,.,.,.,.,.,.,0,0,31.54,104.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57.21,4.86,14.12,20.6,96.78,.,13.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,30,.,.,1036.28,.,.,0,0,27.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.39,.,.,24.91,.,.,488.73,.,.,.,.,.,.,.,.,8.21,.,.,2.76,.,.,2.81,.,.,0.64,.,.,42.09,32.97,628.13,.,.,.,.,.,37.83,40.65,17.25,100.59,65.85,34.74,.,.,.,.,.,.,.,.,0,0,24.79,89.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48.34,3.91,11.6,16.74,80.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11.85104317,484.54,44.4864502,34.7831396,.,.,.,.,.,.,.,.
"24","19_578","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,35,.,.,878.56,.,.,0,210.11,26.16,.,.,.,.,.,.,.,.,.,6.47,.,.,.,.,.,.,19.47,.,.,27.33,.,.,587.57,.,.,.,.,.,.,.,.,12.59,.,.,2.81,.,.,2.91,.,.,0.58,.,.,53.16,46.08,584.78,.,.,.,.,.,26.79,28.78,20.61,132.73,88.39,44.35,0,32.38,.,.,.,.,.,.,0,0,56.06,122.58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57.54,4.22,11.39,17.34,90.49,.,15.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,35,.,.,498.69,.,.,0,0,12.82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.09,.,.,24.5,.,.,475.21,.,.,.,.,.,.,.,.,10.57,.,.,2.69,.,.,2.8,.,.,0.31,.,.,54.92,43.12,294.4,.,.,.,.,.,42.38,45.54,18.48,60.26,39.81,20.44,.,.,.,.,.,.,.,.,0,0,25.19,55.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26.59,1.93,5.47,8.08,42.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.08583074,311.24,32.6820265,22.8617979,0,0,0,0,.,.,.,.
"25","19_582","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,30,.,.,1139.89,.,.,0,163.75,43.49,.,.,.,.,.,.,.,.,.,5.21,.,.,.,.,.,.,22.04,.,.,29.19,.,.,669.55,.,.,.,.,.,.,.,.,12.14,.,.,3.08,.,.,3.19,.,.,0.91,.,.,49.15,41.58,928.41,.,.,.,.,.,24.4,26.22,23.57,222.56,149.32,73.24,0,25.3,.,.,.,.,.,.,0,7.41,128.18,207.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97.96,7.96,19.66,31.57,157.15,.,12.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,30,.,.,364.29,.,.,0,0,17.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25.02,.,.,29.55,.,.,688.04,.,.,.,.,.,.,.,.,11.92,.,.,3.72,.,.,3.78,.,.,0.41,.,.,46.71,40.36,364.67,.,.,.,.,.,43.94,47.21,21.65,95.22,64.28,30.94,.,.,.,.,.,.,.,.,0,7.06,57.76,88.84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41.89,3.58,8.32,13.87,67.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.0838862,127.35,37.5378275,27.1406905,0,0,0,0,.,.,.,.
"26","19_591","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,40,.,.,389.5,.,.,0,74.72,22.28,.,.,.,.,.,.,.,.,.,2.76,.,.,.,.,.,.,26.99,.,.,39.08,.,.,1211.56,.,.,.,.,.,.,.,.,13.32,.,.,3.71,.,.,4.03,.,.,0.5,.,.,41.16,34.08,441.18,.,.,.,.,.,38.04,40.88,20.37,120.47,82.89,37.57,0,13.29,.,.,.,.,.,.,0,62.03,39.2,112.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54.57,5.91,11.1,20.87,92.45,.,7.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,40,.,.,422.43,.,.,0,0,21.34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25.36,.,.,37.83,.,.,1133.02,.,.,.,.,.,.,.,.,12.99,.,.,3.42,.,.,3.8,.,.,0.48,.,.,41.46,34.34,432.44,.,.,.,.,.,37.45,40.24,19.86,112.65,77.29,35.36,.,.,.,.,.,.,.,.,0,46.55,43.51,104.98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51.17,5.43,10.52,19.44,86.57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.0238033,125.35,23.1956505,17.8576634,.,.,.,.,.,.,.,.
"27","19_593","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,35,.,.,2166.47,.,.,0,210.64,65.91,.,.,.,.,.,.,.,.,.,6.05,.,.,.,.,.,.,19.68,.,.,26.7,.,.,560.06,.,.,.,.,.,.,.,.,12.25,.,.,2.71,.,.,2.77,.,.,1.31,.,.,51.58,45.86,1467.3,.,.,.,.,.,17.54,18.85,21.52,320.23,212.48,107.74,0,29.09,.,.,.,.,.,.,0,0,140.6,295.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,140.48,10.26,28.5,42.72,221.95,.,14.99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,35,.,.,866.51,.,.,0,0,30.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.03,.,.,28.31,.,.,630.65,.,.,.,.,.,.,.,.,11.27,.,.,3.07,.,.,3.14,.,.,0.67,.,.,47.14,39.82,654.03,.,.,.,.,.,30.13,32.38,19.22,140.5,93.6,46.89,.,.,.,.,.,.,.,.,0,2.24,63.4,129.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63.32,5.12,13.34,20.76,102.54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.59196436,336.01,50.0541771,35.9386846,0,0,0,0,0.68058906,31.83,2.9535057,2.0256612
"28","19_596","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,30,.,.,1650.16,.,.,0,217.77,48.28,.,.,.,.,.,.,.,.,.,6.39,.,.,.,.,.,.,19.3,.,.,25.53,.,.,511.91,.,.,.,.,.,.,.,.,8.97,.,.,2.77,.,.,2.84,.,.,1.05,.,.,41.46,35.16,1082.58,.,.,.,.,.,27.43,29.47,20.14,185.53,122.24,63.29,0,23.91,.,.,.,.,.,.,0,0,66.08,167.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88.51,7.37,20.76,30.87,147.51,.,13.78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,30,.,.,1488.98,.,.,0,0,30.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16.08,.,.,23.32,.,.,429.16,.,.,.,.,.,.,.,.,7.62,.,.,2.36,.,.,2.47,.,.,0.71,.,.,40.52,32.65,725.45,.,.,.,.,.,34.03,36.57,16.7,98.21,63.86,34.35,.,.,.,.,.,.,.,.,0,0,23.1,85.86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48.76,4,12.45,17.44,82.66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.00755308,265.26,11.8972218,10.5681915,.,.,.,.,3.06876213,190.98,10.1053884,7.9839189
"29","19_601","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,30,.,.,1006.47,.,.,0,210.69,23.09,.,.,.,.,.,.,.,.,.,4.99,.,.,.,.,.,.,17.09,.,.,24.52,.,.,472.53,.,.,.,.,.,.,.,.,9.87,.,.,2.58,.,.,2.64,.,.,0.55,.,.,40.66,40.24,541.74,.,.,.,.,.,31.95,34.33,19.26,81.47,53.26,28.2,0,18.29,.,.,.,.,.,.,0,0,23.93,72.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39.33,3.13,9.58,13.54,65.58,.,9.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,30,.,.,1202.5,.,.,0,0,26.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16.63,.,.,27.08,.,.,576.73,.,.,.,.,.,.,.,.,8.99,.,.,2.53,.,.,2.67,.,.,0.6,.,.,39.11,33.2,619.22,.,.,.,.,.,32.08,34.47,18.12,90.17,59.24,30.93,.,.,.,.,.,.,.,.,0,0,28.42,80.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44.1,3.82,10.87,16.01,74.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.00282582,877.12,62.8653376,51.563688,.,.,.,.,.,.,.,.
"30","19_602","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,30,.,.,493.2,.,.,0,143.06,11.22,.,.,.,.,.,.,.,.,.,2.94,.,.,.,.,.,.,17.02,.,.,20.51,.,.,330.59,.,.,.,.,.,.,.,.,9.34,.,.,2.64,.,.,2.67,.,.,0.28,.,.,52.46,45.51,263.69,.,.,.,.,.,48.23,51.83,17.21,47.75,31.18,16.58,0,11.54,.,.,.,.,.,.,0,0,11.86,43.46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.42,1.43,4.6,6.34,33.79,.,4.83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,30,.,.,951.39,.,.,0,0,18.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.75,.,.,22.05,.,.,382.1,.,.,.,.,.,.,.,.,8.25,.,.,2.37,.,.,2.46,.,.,0.45,.,.,44.08,37.43,448.07,.,.,.,.,.,39.29,42.22,17.39,64.01,41.6,22.42,.,.,.,.,.,.,.,.,0,0,17.48,56.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30.89,2.36,7.55,10.39,51.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14.01722159,792.22,47.2642394,37.7983058,.,.,.,.,.,.,.,.
"31","19_603","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,35,.,.,357.29,.,.,0,134.48,14.18,.,.,.,.,.,.,.,.,.,5.07,.,.,.,.,.,.,22.48,.,.,26.52,.,.,552.69,.,.,.,.,.,.,.,.,9.05,.,.,3.46,.,.,3.5,.,.,0.34,.,.,39.18,34.12,300.42,.,.,.,.,.,58.47,62.83,16.98,58.52,38.97,19.56,0,19.52,.,.,.,.,.,.,0,0,33.17,53.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27.73,2.49,6.35,10.02,46.59,.,10.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,35,.,.,555.27,.,.,0,0,18.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.43,.,.,27.37,.,.,595.21,.,.,.,.,.,.,.,.,9.71,.,.,3.07,.,.,3.15,.,.,0.43,.,.,43.33,35.48,399.64,.,.,.,.,.,43.69,46.95,17.54,76.67,50.89,25.77,.,.,.,.,.,.,.,.,0,4.56,31.59,70.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35.72,3.03,8,12.34,59.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11.6112372,403.2,47.6434408,36.4973952,.,.,.,.,.,.,.,.
"32","19_604","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,25,.,.,1201.06,.,.,0,214.3,34.73,.,.,.,.,.,.,.,.,.,6.57,.,.,.,.,.,.,19.19,.,.,25.81,.,.,523.17,.,.,.,.,.,.,.,.,9.81,.,.,2.82,.,.,2.88,.,.,0.78,.,.,44.34,38.01,780.54,.,.,.,.,.,29.41,31.61,22.92,141.15,93.06,48.09,0,26.29,.,.,.,.,.,.,0,0,52.19,127.85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65.74,5.24,14.89,22.01,107.87,.,13.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,25,.,.,940.78,.,.,0,0,26.52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.94,.,.,26.48,.,.,552.04,.,.,.,.,.,.,.,.,9.65,.,.,2.78,.,.,2.88,.,.,0.61,.,.,41.62,36.42,598.73,.,.,.,.,.,33.8,36.32,20.99,105.8,69.96,35.83,.,.,.,.,.,.,.,.,0,0,46.76,95.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49.82,4.15,11.45,17.2,82.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11.32956806,459.8,42.6474822,34.3814633,.,.,.,.,.,.,.,.
"33","19_606","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,30,.,.,955.41,.,.,0,191.47,22.35,.,.,.,.,.,.,.,.,.,4.97,.,.,.,.,.,.,17.26,.,.,23.98,.,.,451.99,.,.,.,.,.,.,.,.,9.55,.,.,2.6,.,.,2.65,.,.,0.53,.,.,46.65,39.85,522.41,.,.,.,.,.,33.86,36.39,18.89,87.27,57.08,30.2,0,19.55,.,.,.,.,.,.,0,0,28.62,78.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40.68,3.02,9.28,13.1,66.08,.,9.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,30,.,.,756.87,.,.,0,0,19.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.1,.,.,23.06,.,.,419.6,.,.,.,.,.,.,.,.,9.77,.,.,2.75,.,.,2.78,.,.,0.46,.,.,48.83,42.36,447.17,.,.,.,.,.,37.2,39.98,19.26,81.7,53.59,28.11,.,.,.,.,.,.,.,.,0,0,21.31,74.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37.23,2.69,8.15,11.62,59.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.27521276,410.26,38.1121114,27.5711797,.,.,.,.,.,.,.,.
"34","19_609","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,30,.,.,1623.25,.,.,0,208.54,45.27,.,.,.,.,.,.,.,.,.,6.49,.,.,.,.,.,.,18.84,.,.,27.64,.,.,600.36,.,.,.,.,.,.,.,.,10.68,.,.,2.69,.,.,2.77,.,.,0.98,.,.,45.88,38.64,1024.2,.,.,.,.,.,23.24,24.97,21.97,191.56,126.55,65.01,0,28.06,.,.,.,.,.,.,0,0,71.97,174.84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88.06,6.89,19.41,28.81,143.17,.,14.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,30,.,.,1542.03,.,.,0,0,29.99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.74,.,.,26.41,.,.,550.12,.,.,.,.,.,.,.,.,10.06,.,.,2.26,.,.,2.39,.,.,0.69,.,.,47.42,38.08,725.5,.,.,.,.,.,25.32,27.21,19.34,113.71,74.36,39.34,.,.,.,.,.,.,.,.,0,0,33.49,101.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53.4,4.06,12.38,17.47,87.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.93178805,346.6,17.3461514,13.1821315,.,.,.,.,.,.,.,.
